instance_id,repo,language,mech_class,mech_category,mech_confidence,mech_secondary,mech_why,mech_risk,behavior_prior,prior_why,prior_confidence,realized_label,realized_mix,realized_source,ps_chars,ps_has_traceback,ps_has_repro,hints_chars,patch_files,patch_hunks,patch_add,patch_del,patch_exts,test_files,test_hunks,test_add,n_f2p,n_p2p,touches_header,touches_build,touches_core
fluent__fluentd-3641,fluent/fluentd,Ruby,I,I.L,medium,no warn flags; tier degenerate (n_eligible=1),"repo=fluent/fluentd -> mech I (STEP 0). scope=5+15=20, the only fluentd instance to clear the gate (repo range 1–20) -> eligible. STEP 3 tercile is undefined at n_eligible=1; by the stated fallback it is the repo scope maximum (rank 1 of 12) -> L. ps_chars=2393 (no W-READ); pf=1/ph=1/pa=4 (no W-BIGDIFF); repo spread 20x so no W-NOLEV; repo is 27% of Ruby so no W-CONFOUND. PS read: contains a 12-frame Ruby backtrace yet ps_has_traceback=0 — the extractor regex is blind to Ruby's `file.rb:239:in 'method'` format.","high — scope sits exactly ON the class-I cut (20); the selected tests are supervisor/RPC socket tests (wall-clock heavy, CPU-light) and test_rpc_server[ipv6] may be unrunnable in a container with IPv6 disabled, so both a magnitude reject and a flake reject are live",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2393,0,1,2021,1,1,4,3,.rb,1,4,41,5,15,0,0,0
fluent__fluentd-3917,fluent/fluentd,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+6=7 < 20 -> X-SMALL. ps_chars=3226, test_add=57, but the selected-test count is what class I is gated on.",high — X-SMALL (scope 7),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3226,0,1,504,1,2,18,1,.rb,1,1,57,1,6,0,0,0
fluent__fluentd-4030,fluent/fluentd,Ruby,I,I,high,X-SMALL,mech I by repo. scope=1+4=5 < 20 -> X-SMALL. pf=2/ph=3/pa=21.,high — X-SMALL (scope 5),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1248,0,1,0,2,3,21,6,.rb,1,1,39,1,4,0,0,0
fluent__fluentd-4311,fluent/fluentd,Ruby,I,I,high,X-SMALL,mech I by repo. scope=3+0=3 < 20 -> X-SMALL. n_p2p=0 is the worst possible shape for class I: the entire fence would be runner boot plus 3 tests. hints_chars=5114.,"high — X-SMALL (scope 3, and n_p2p=0 so there is no regression suite to load the fence at all)",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1292,0,1,5114,1,1,1,1,.rb,1,2,2,3,0,0,0,0
fluent__fluentd-4598,fluent/fluentd,Ruby,I,I,high,X-SMALL,mech I by repo. scope=1+1=2 < 20 -> X-SMALL. pf=1/ph=1/pa=1.,high — X-SMALL (scope 2),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1702,0,1,0,1,1,1,1,.rb,1,2,12,1,1,0,0,0
fluent__fluentd-4655,fluent/fluentd,Ruby,I,I,high,X-SMALL,mech I by repo. scope=1+2=3 < 20 -> X-SMALL. pf=1/ph=3/pa=5.,high — X-SMALL (scope 3),S,"tiny fix (5+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,1181,0,0,616,1,3,5,0,.rb,1,1,23,1,2,0,0,0
jekyll__jekyll-8047,jekyll/jekyll,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+11=12 < 20 -> X-SMALL. pf=1/ph=1/pa=7, test_add=17.",high — X-SMALL (scope 12),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1170,0,1,0,1,1,7,3,.rb,1,1,17,1,11,0,0,0
jekyll__jekyll-8167,jekyll/jekyll,Ruby,I,I.L,medium,no warn flags; tier degenerate (n_eligible=1),"repo=jekyll/jekyll -> mech I (STEP 0). scope=1+19=20, the only jekyll instance to clear the gate (repo range 2–20) -> eligible; tercile undefined at n_eligible=1, repo scope maximum (rank 1 of 5) -> L. ps_chars=1581 (no W-READ); pf=1/ph=1/pa=2 (no W-BIGDIFF); repo spread 10x (no W-NOLEV); 11% of Ruby (no W-CONFOUND). PS quality is excellent (names lib/jekyll/utils.rb, replace_character_sequence_with_hyphen, U+0BCD and the fix regex) — a case where a great instance for the AGENT is a bad instance for the MEASUREMENT.","high — scope sits exactly ON the class-I cut (20) and the test names show why the count is misleading: all 20 selected tests are Utils.slugify string-regex assertions costing microseconds each, so the fence is minitest boot only, est. 3–10 core-s -> near-certain layer-3 reject",S,"tiny fix (2+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,1581,0,0,1293,1,1,2,2,.rb,1,1,5,1,19,0,0,0
jekyll__jekyll-8761,jekyll/jekyll,Ruby,I,I,high,X-SMALL (W-BIGDIFF moot — exclusion precedes flags),"mech I by repo. scope=1+1=2 < 20 -> X-SMALL. patch_files=3 with patch_exts '.feature .rb' would have fired W-BIGDIFF; the .feature extension marks a cucumber instance, whose 2 selected tests would nonetheless drive a full site build — the one place in Ruby where the scope count may badly understate cost. Still excluded as written.",high — X-SMALL (scope 2),E,large fix (3f/3h/17+),"low (1/10 vs realized labels, report 17)",,,,2357,0,1,1470,3,3,17,0,.feature .rb,1,1,1,1,1,0,0,0
jekyll__jekyll-8771,jekyll/jekyll,Ruby,I,I,high,X-SMALL (W-BIGDIFF moot — exclusion precedes flags),"mech I by repo. scope=1+1=2 < 20 -> X-SMALL. pf=7/ph=10/pa=219 (patch_exts '.feature .rb', test_files=4, test_add=96) — all three W-BIGDIFF triggers, and it is still excluded on test count. A clean local restatement of the spec's Spearman(core-s, patch_add) = -0.08 finding.",high — X-SMALL (scope 2) despite carrying the largest gold patch in Ruby,E,large fix (7f/10h/219+),"low (1/10 vs realized labels, report 17)",,,,1217,0,0,2163,7,10,219,5,.feature .rb,4,4,96,1,1,0,0,0
jekyll__jekyll-9141,jekyll/jekyll,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+4=5 < 20 -> X-SMALL. ps_chars=2017, hints_chars=688.",high — X-SMALL (scope 5),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2017,0,1,688,1,1,4,0,.rb,1,1,9,1,4,0,0,0
jordansissel__fpm-1829,jordansissel/fpm,Ruby,I,I.L,high,"W-READ (confirmed, not downgraded); tier degenerate (n_eligible=1)","repo=jordansissel/fpm -> mech I (STEP 0). scope=6+41=47, comfortably clear of the gate and 2.35x the next-largest non-rubocop Ruby scope -> eligible; tercile undefined at n_eligible=1, repo scope maximum (47 vs 3) -> L. ps_chars=595 fires W-READ; I read it and CONFIRM a concrete API and failing case (--provides 'foo (<< 1.0.0-54)', dpkg exact-version policy, refs #1788/#1803), so it is NOT downgraded to X-DEGEN. pf=1/ph=3/pa=43 (no W-BIGDIFF); repo spread 15.7x (no W-NOLEV); 4.5% of Ruby (no W-CONFOUND). Test-name evidence: the 6 F2P plus ~18 of the 41 P2P are `#output` specs that BUILD a real .deb and read fields back via a dpkg_field helper, including 'should use bz2/xz/gz for data and control files' and 'should output bit-for-bit identical packages' — i.e. real tar/gzip/bzip2/xz/dpkg-deb subprocesses inside a class-I fence.","medium — est. 15–40 core-s straddles the 20 core-s layer-3 floor, so the free post-episode gate is doing real work here; but this is the only non-rubocop Ruby row whose selected tests are known to do heavy work",T,heavy verify set (6+41 tests),"low (1/10 vs realized labels, report 17)",,,,595,0,0,2130,1,3,43,0,.rb,1,1,50,6,41,0,0,0
jordansissel__fpm-1850,jordansissel/fpm,Ruby,I,I,high,X-SMALL (W-READ moot — exclusion precedes flags),"mech I by repo. scope=1+2=3 < 20 -> X-SMALL. ps_chars=417 would have fired W-READ but STEP 1 exclusion wins, so no read was required; I read it anyway alongside 1829 and it is a coherent one-paragraph request (empty-package architecture default), not degenerate — it fails on magnitude, not quality. Its 3 tests are pure attribute assertions ('should default to all').",high — X-SMALL (scope 3),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,417,0,1,0,1,1,12,0,.rb,1,1,11,1,2,0,0,0
rubocop__rubocop-13362,rubocop/rubocop,Ruby,I,I.M,high,W-LOWLEV; X-DUP,"mech I by repo. scope=3+37=40, rank 5/13 -> p=0.346 -> M. 40 < repo eligible median 61 -> W-LOWLEV. test_hunks=4/test_add=63 is the largest test diff in the rubocop S/M tiers; pf=2/ph=2/pa=4 so no W-BIGDIFF; ps_chars=1435 so no W-READ.","medium — X-DUP; W-LOWLEV, so it cannot serve as an L-arm",T,heavy verify set (3+37 tests),"low (1/10 vs realized labels, report 17)",,,,1435,0,1,0,2,2,4,1,.md .rb,2,4,63,3,37,0,0,0
rubocop__rubocop-13375,rubocop/rubocop,Ruby,I,I.L,high,no warn flags; X-DUP,"mech I by repo. scope=1+100=101, 81.2th pct -> L. ps_chars=887 (no W-READ); patch_files=2/hunks=3/add=11 (no W-BIGDIFF); 101 > median 61 (no W-LOWLEV). Only 1 F2P against 100 P2P — the fence would be almost entirely regression-suite CPU.",medium — X-DUP; magnitude safe (~60–115 core-s),T,heavy verify set (1+100 tests),"low (1/10 vs realized labels, report 17)",,,,887,0,1,0,2,3,11,6,.md .rb,1,1,45,1,100,0,0,0
rubocop__rubocop-13393,rubocop/rubocop,Ruby,I,I.M,high,no warn flags; X-DUP,"mech I by repo. scope=2+60=62, one test above the repo eligible median of 61, so W-LOWLEV does NOT fire (strict <). Rank 8/13 -> p=0.577 -> M. ps_chars=4585, the richest problem statement in the rubocop eligible set (no W-READ); pf=2/ph=3/pa=15 (no W-BIGDIFF).",medium — X-DUP; magnitude safe,T,heavy verify set (2+60 tests),"low (1/10 vs realized labels, report 17)",,,,4585,0,1,0,2,3,15,1,.md .rb,1,1,47,2,60,0,0,0
rubocop__rubocop-13396,rubocop/rubocop,Ruby,I,I.L,high,no warn flags; X-DUP,"mech I by repo. scope=5+110=115, 93.8th within-repo pct -> L. ps_chars=3635 (no W-READ); patch_files=2/hunks=6/add=9 all under the W-BIGDIFF cuts (needs pf>=3, ph>=8 or pa>=80); 115 > median 61 so no W-LOWLEV. 5 F2P is the largest failing set among the rubocop L tier.",medium — X-DUP (rubocop already sampled); magnitude itself is safe (~70–130 core-s),T,heavy verify set (5+110 tests),"low (1/10 vs realized labels, report 17)",,,,3635,0,1,126,2,6,9,10,.md .rb,1,2,84,5,110,0,0,0
rubocop__rubocop-13424,rubocop/rubocop,Ruby,I,I.L,high,no warn flags; X-DUP unless declared as contrast arm,"repo=rubocop/rubocop -> mech I (STEP 0 lookup). scope=n_f2p+n_p2p=1+142=143 = the rubocop maximum, 100th within-repo pct of 16 -> eligible, top tercile L. ps_chars=1590 (no W-READ); patch_files=2/hunks=2/add=2 (no W-BIGDIFF); 143 > repo eligible median 61 (no W-LOWLEV). Read the P2P list: all 142 are Style/SafeNavigation cop specs, each a full parse+AST-walk+autocorrect pass — the exact CPU-heavy app-under-test work that produced 59.1 core-s at scope 45.","low — expected 80–150 core-s, the safest Ruby bet in the corpus; only blocker is X-DUP (STEP 1g), admissible solely as the pre-declared L-arm of the within-rubocop contrast pair with 13668",T,heavy verify set (1+142 tests),"low (1/10 vs realized labels, report 17)",,,,1590,0,1,205,2,2,2,1,.md .rb,1,1,7,1,142,0,0,0
rubocop__rubocop-13431,rubocop/rubocop,Ruby,I,I,high,X-SMALL (W-BIGDIFF moot — STEP 1 exclusion precedes STEP 2 flags),mech I by repo. scope=2+6=8 < 20 -> X-SMALL. patch_files=4 would have fired W-BIGDIFF but flags are never evaluated on an excluded row. This is the row that sets rubocop's 17.9x within-repo scope spread (8 -> 143).,"high — X-SMALL (scope 8), the rubocop minimum",E,large fix (4f/4h/4+),"low (1/10 vs realized labels, report 17)",,,,865,0,1,0,4,4,4,3,.md .rb,1,1,40,2,6,0,0,0
rubocop__rubocop-13479,rubocop/rubocop,Ruby,I,I.S,high,W-LOWLEV; X-DUP,"mech I by repo. scope=1+25=26, rank 2/13 -> p=0.115 -> S. 26 < median 61 -> W-LOWLEV. ps_chars=1283 (no W-READ); pf=2/ph=3/pa=16 (no W-BIGDIFF).",medium — X-DUP; expected ~35–50 core-s,T,heavy verify set (1+25 tests),"low (1/10 vs realized labels, report 17)",,,,1283,0,1,145,2,3,16,0,.md .rb,1,2,28,1,25,0,0,0
rubocop__rubocop-13503,rubocop/rubocop,Ruby,I,I.S,high,W-LOWLEV; X-DUP,"mech I by repo. scope=1+22=23, rank 1/13 -> p=0.038 -> S (the rubocop minimum among eligible). 23 < median 61 -> W-LOWLEV. ps_chars=1086 (no W-READ); pf=2/ph=3/pa=6 (no W-BIGDIFF). PS read: concrete Style/DigChain autocorrect bug with exact before/after output and a named cop — a well-specified instance despite the low scope.","medium — X-DUP; expected ~30–55 core-s, the cleanest available S-arm (zero W-BIGDIFF)",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1086,0,1,0,2,3,6,6,.md .rb,1,1,11,1,22,0,0,0
rubocop__rubocop-13560,rubocop/rubocop,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+12=13 < 20 -> X-SMALL (R2: class I has no compile intercept, so magnitude tracks selected test count). pf=2/ph=4/pa=21; ps_chars=2005.",high — X-SMALL (scope 13),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2005,0,1,280,2,4,21,4,.md .rb,1,1,24,1,12,0,0,0
rubocop__rubocop-13579,rubocop/rubocop,Ruby,I,I,medium,X-SMALL (threshold-marginal),"mech I by repo. scope=4+15=19 -> STEP 1b X-SMALL, one test short of the class-I gate. Note it has 4 F2P (tied for the most in rubocop) and ps_chars=3610, i.e. it is a rich instance excluded purely on a count. If the layer-2 repo probe raises rubocop's measured floor, this is the first Ruby instance to re-admit.","high — X-SMALL by a single test (scope 19 vs the cut of 20); the threshold was derived from ~10 measured points, so this exclusion is the least defensible in the whole Ruby set",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3610,0,1,0,2,3,8,1,.md .rb,1,2,91,4,15,0,0,0
rubocop__rubocop-13627,rubocop/rubocop,Ruby,I,I.S,high,"W-LOWLEV, W-BIGDIFF; X-DUP","mech I by repo. scope=4+24=28, rank 3/13 -> p=0.192 -> S. 28 < median 61 -> W-LOWLEV. patch_files=5 AND patch_hunks=10 both fire W-BIGDIFF (add=35, del=23) — the widest gold diff among eligible rubocop rows. ps_chars=1268 (no W-READ).",medium — X-DUP; two W-BIGDIFF triggers make it a poor S-arm because the harness fence is also inflated,E,large fix (5f/10h/35+),"low (1/10 vs realized labels, report 17)",,,,1268,0,1,0,5,10,35,23,.md .rb,1,1,60,4,24,0,0,0
rubocop__rubocop-13653,rubocop/rubocop,Ruby,I,I.L,high,W-BIGDIFF; X-DUP,"mech I by repo. scope=4+105=109, 87.5th pct -> L. patch_files=3 fires W-BIGDIFF (patch_exts .md .rb .yml, hunks=6, add=35); ps_chars=974 so no W-READ; 109 > median 61 so no W-LOWLEV.","medium — X-DUP; W-BIGDIFF is a harness-fence covariate only, not a CPU risk",E,large fix (3f/6h/35+),"low (1/10 vs realized labels, report 17)",,,,974,0,1,0,3,6,35,2,.md .rb .yml,1,1,33,4,105,0,0,0
rubocop__rubocop-13668,rubocop/rubocop,Ruby,I,I.M,high,"W-READ, W-LOWLEV","CROSS-CHECK ROW. mech I by repo. scope=1+44=45, rank 6/13 -> p=0.423 -> M. ps_chars=528 fires W-READ (150<=528<600) and 45 < median 61 fires W-LOWLEV. The rules therefore place the one banked Ruby episode in the MIDDLE tier of its repo with two warn flags and no exclusion — exactly consistent with it being the smallest accepted fence in the reference set.","none — ALREADY PROFILED and accepted; measured 59.1 core-s, the smallest accept in the 12-row reference set",T,heavy verify set (1+44 tests),"low (1/10 vs realized labels, report 17)",S,S=78% E=7% T=16% B=0%,ML_multiling,528,0,1,0,2,2,2,1,.md .rb,1,1,16,1,44,0,0,0
rubocop__rubocop-13680,rubocop/rubocop,Ruby,I,I.M,medium,no warn flags; X-DUP; tercile-boundary,"mech I by repo. scope=1+84=85. Rank 9 of 13 eligible rubocop rows -> p=(9-0.5)/13=0.654, just under the 0.667 M/L cut, so M by the rank-based tercile but L under a value-based tercile. ps_chars=1787 (no W-READ); pf=2/ph=2/pa=3 (no W-BIGDIFF); 85 > median 61 (no W-LOWLEV).",medium — X-DUP; tier is boundary-sensitive so do not quote it as a clean M,T,heavy verify set (1+84 tests),"low (1/10 vs realized labels, report 17)",,,,1787,0,1,0,2,2,3,2,.md .rb,1,1,7,1,84,0,0,0
rubocop__rubocop-13687,rubocop/rubocop,Ruby,I,I.M,high,W-BIGDIFF; X-DUP,"mech I by repo. scope=1+60=61 = the repo eligible median exactly, so W-LOWLEV does not fire (strict <). Rank 7/13 -> p=0.500 -> M. patch_hunks=8 sits exactly on the W-BIGDIFF cut and fires it (pf=2, pa=8). ps_chars=1096, hints_chars=2767 (no W-READ).",medium — X-DUP; W-BIGDIFF is harness-fence only,T,heavy verify set (1+60 tests),"low (1/10 vs realized labels, report 17)",,,,1096,0,1,2767,2,2,8,0,.md .rb,1,1,11,1,60,0,0,0
rubocop__rubocop-13705,rubocop/rubocop,Ruby,I,I.S,high,W-LOWLEV; X-DUP,"mech I by repo. scope=3+27=30, rank 4/13 -> p=0.269 -> S. 30 < median 61 -> W-LOWLEV. ps_chars=1236 (no W-READ); pf=2/ph=2/pa=2 (no W-BIGDIFF).","medium — X-DUP; expected ~40–50 core-s, above the 20 core-s floor",T,heavy verify set (3+27 tests),"low (1/10 vs realized labels, report 17)",,,,1236,0,1,0,2,2,2,0,.md .rb,1,1,24,3,27,0,0,0
astral-sh__ruff-15309,astral-sh/ruff,Rust,A,A,medium,X-SMALL,repo=astral-sh/ruff -> mech A (STEP 0). scope=n_f2p1+n_p2p4=5 < 10 -> STEP 1d X-SMALL. ps_chars=334 would also be W-READ but STEP 1 stops first. R3 pre-reject (gin-3741 shape).,reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,334,0,0,0,1,3,19,1,.rs,2,3,45,1,4,0,0,1
astral-sh__ruff-15330,astral-sh/ruff,Rust,A,A,medium,A.S,"ruff -> A. scope=1+12=13 >= 10 -> eligible; rank 1/5 of ruff eligible (13,36,59,125,134) -> tier S. scope 13 < repo median 59 -> W-LOWLEV. patch_files=1/hunks=2/add=2 -> no W-BIGDIFF. Threshold-adjacent scope, so magnitude leans on the layer-3 gate.",medium,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1038,0,1,0,1,2,2,24,.rs,2,3,18,1,12,0,0,1
astral-sh__ruff-15356,astral-sh/ruff,Rust,A,A,high,A.L,"ruff -> A. scope=1+133=134, the largest non-tokio Rust scope -> eligible, rank 5/5 -> tier L. ps_chars=2068 with repro (no W-READ), patch 1 file/1 hunk/1 add (no W-BIGDIFF). Zero warn flags; large ruff workspace rebuild + 134 selected tests make a small fence implausible.",low,T,heavy verify set (1+133 tests),"low (1/10 vs realized labels, report 17)",,,,2068,0,1,183,1,1,1,1,.rs,1,1,12,1,133,0,0,1
astral-sh__ruff-15394,astral-sh/ruff,Rust,A,A,low,X-SMALL,"ruff -> A. scope=1+8=9, one test below the mech-A cut of 10 -> STEP 1d X-SMALL. Knife-edge: test_add=226 suggests real test work, so this is the Rust row most likely to be a false pre-reject. Do not relax the threshold to recover it (ambiguity_rule 2).",reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,944,0,1,318,1,1,37,5,.rs,2,3,226,1,8,0,0,1
astral-sh__ruff-15443,astral-sh/ruff,Rust,A,A,high,A.M,"ruff -> A. scope=1+58=59 -> eligible, rank 3/5 = repo median -> tier M (not below median, so no W-LOWLEV). patch 2 files/2 hunks/3 add, test_files=4 -> no flags.",low,T,heavy verify set (1+58 tests),"low (1/10 vs realized labels, report 17)",,,,1252,0,1,0,2,2,3,7,.rs,4,6,41,1,58,0,0,1
astral-sh__ruff-15543,astral-sh/ruff,Rust,A,A,high,A.L,"ruff -> A. scope=1+124=125 -> eligible, rank 4/5 -> tier L. ps_chars=961 with repro, patch 1 file/2 hunks/7 add -> no warn flags. Second-strongest ruff candidate behind 15356.",low,T,heavy verify set (1+124 tests),"low (1/10 vs realized labels, report 17)",,,,961,0,1,0,1,2,7,1,.rs,2,2,22,1,124,0,0,1
astral-sh__ruff-15626,astral-sh/ruff,Rust,A,A,high,A.M,"ruff -> A. scope=2+34=36 -> eligible, rank 2/5 -> tier M. 36 < repo median 59 -> W-LOWLEV. patch 1 file/4 hunks/12 add -> no W-BIGDIFF. Only Rust row with n_f2p=2 in ruff.",medium,T,heavy verify set (2+34 tests),"low (1/10 vs realized labels, report 17)",,,,739,0,1,0,1,4,12,2,.rs,2,8,6,2,34,0,0,1
burntsushi__ripgrep-2209,burntsushi/ripgrep,Rust,A,A,high,X-SMALL,"repo=burntsushi/ripgrep -> A. scope=1+0=1 -> STEP 1d X-SMALL, despite ps_chars=4096 and patch_add=50. Clean demonstration that prose length and patch size carry no fence information (Spearman(core-s, patch_add) = -0.08).",reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,4096,0,1,39,1,2,50,20,.rs,1,1,74,1,0,0,0,1
burntsushi__ripgrep-2576,burntsushi/ripgrep,Rust,A,A,high,A.L,"ripgrep -> A. scope=1+85=86 -> eligible. Sole eligible instance in its repo (2209 is X-SMALL), so the tercile is degenerate: assigned L as simultaneous repo min and max. Repo spread 86/1 = 86x so not W-NOLEV. No other flags.",low,T,heavy verify set (1+85 tests),"low (1/10 vs realized labels, report 17)",,,,1936,0,1,0,2,3,16,2,.md .rs,1,1,15,1,85,0,0,1
nushell__nushell-12901,nushell/nushell,Rust,A,A,high,A.M,"repo=nushell/nushell -> A. scope=1+20=21 -> eligible, rank 2/3 of nushell eligible (15,21,51) = median -> tier M, no W-LOWLEV. ps_chars=2373 with repro, patch 1 file/2 hunks/4 add -> no flags.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2373,0,1,0,1,2,4,0,.rs,1,1,9,1,20,0,0,1
nushell__nushell-12950,nushell/nushell,Rust,A,A,high,X-SMALL,"nushell -> A. scope=1+1=2 -> STEP 1d X-SMALL. Same scope as gin-3741 (2), the measured mech-A rejection at 137 Ginstr; hints_chars=866 does not change fence size.",reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1875,0,1,866,1,2,14,1,.rs,1,1,7,1,1,0,0,1
nushell__nushell-13246,nushell/nushell,Rust,A,A,medium,A.S,"nushell -> A. scope=1+14=15 -> eligible, rank 1/3 -> tier S; 15 < repo median 21 -> W-LOWLEV. ps_chars=497 fired W-READ so I read it: names the `find` command, gives a concrete shell repro and a bisect reference, F2P = commands::find::find_with_bytestream_search_with_char -> concrete, NOT downgraded to X-DEGEN.",medium,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,497,0,1,0,1,2,6,5,.rs,1,1,10,1,14,0,0,1
nushell__nushell-13605,nushell/nushell,Rust,A,A,high,A.L,"nushell -> A. scope=1+50=51 -> eligible, rank 3/3 -> tier L. ps_chars=2409 with repro, patch 1 file/4 hunks/20 add -> zero warn flags. Huge nushell workspace means a patched command crate forces a wide downstream rebuild, so the compile term should be materially present as class A predicts.",low,T,heavy verify set (1+50 tests),"low (1/10 vs realized labels, report 17)",,,,2409,0,1,53,1,4,20,2,.rs,1,1,25,1,50,0,0,1
nushell__nushell-13831,nushell/nushell,Rust,A,A,high,X-SMALL,"nushell -> A. scope=1+0=1 -> STEP 1d X-SMALL. patch_hunks=7/add=46 is the largest nushell diff but that is a harness-fence covariate only, not a tool-fence predictor.",reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3128,0,1,0,1,7,46,5,.rs,1,1,13,1,0,0,0,1
sharkdp__bat-1892,sharkdp/bat,Rust,A,A,high,X-SMALL,"repo=sharkdp/bat -> A. scope=1+0=1 -> STEP 1d X-SMALL. Would have fired W-BIGDIFF (7 files, 14 hunks, 158 add) and W-READ (505) had it survived; exclusion wins first (ambiguity_rule 2).",reject-static,E,large fix (7f/14h/158+),"low (1/10 vs realized labels, report 17)",,,,505,0,1,0,7,14,158,55,.md .rs,3,3,33,1,0,0,0,1
sharkdp__bat-2201,sharkdp/bat,Rust,A,A,high,A.M,"bat -> A. scope=1+17=18 -> eligible, rank 2/3 of bat eligible (13,18,29) = median -> tier M, no W-LOWLEV. patch 2 files/2 hunks/2 add -> no W-BIGDIFF. bat is a small crate, so the absolute fence is a genuine concern even at tier M.",medium,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3064,0,1,187,2,2,2,0,.md .rs,1,1,12,1,17,0,0,1
sharkdp__bat-2260,sharkdp/bat,Rust,A,A,high,X-SMALL,bat -> A. scope=1+3=4 -> STEP 1d X-SMALL.,reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3118,0,1,517,2,3,9,1,.md .rs,3,3,32,1,3,0,0,1
sharkdp__bat-2393,sharkdp/bat,Rust,A,A,high,X-SMALL,bat -> A. scope=1+2=3 -> STEP 1d X-SMALL. test_add=0 with test_hunks=1 is a further hint that the harness selects almost nothing here.,reject-static,E,large fix (3f/14h/55+),"low (1/10 vs realized labels, report 17)",,,,696,0,0,0,3,14,55,52,.md .rs,1,1,0,1,2,0,0,1
sharkdp__bat-2650,sharkdp/bat,Rust,A,A,high,X-SMALL,"bat -> A. scope=1+1=2 -> STEP 1d X-SMALL, despite the longest bat problem statement (5297 chars).",reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,5297,0,1,245,2,2,2,1,.md .rs,2,2,25,1,1,0,0,1
sharkdp__bat-2835,sharkdp/bat,Rust,A,A,medium,A.S,"bat -> A. scope=1+12=13 -> eligible, rank 1/3 -> tier S; 13 < repo median 18 -> W-LOWLEV. patch 2 files/4 hunks/52 add -> below all three W-BIGDIFF cuts. Small crate + low scope: expect the layer-3 gate to be the real decision.",medium,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2966,0,1,0,2,4,52,18,.md .rs,2,2,56,1,12,0,0,1
sharkdp__bat-3108,sharkdp/bat,Rust,A,A,high,A.L,"bat -> A. scope=2+27=29 -> eligible, rank 3/3 -> tier L (repo max). patch_files=3 -> W-BIGDIFF (harness-fence covariate only). Best bat candidate, but bat's whole eligible range is 13-29, so even its L tier is modest.",medium,E,large fix (3f/4h/21+),"low (1/10 vs realized labels, report 17)",,,,1157,0,1,0,3,4,21,4,.md .rs,1,1,25,2,27,0,0,1
sharkdp__bat-562,sharkdp/bat,Rust,A,A,high,X-SMALL,"bat -> A. scope=1+1=2 -> STEP 1d X-SMALL. patch_exts includes .lock (Cargo.lock) yet touches_build=0, confirming touches_build is unusable as a predictor (fires 3/300 corpus-wide).",reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,587,0,0,1655,2,2,2,1,.lock .rs,2,2,16,1,1,0,0,1
tokio-rs__axum-1119,tokio-rs/axum,Rust,A,A,low,A.S,"repo=tokio-rs/axum -> A. scope=3+7=10, exactly ON the mech-A cut -> eligible by the letter of STEP 1d, rank 1/3 -> tier S; 10 < repo median 16 -> W-LOWLEV. patch 5 files/9 hunks/112 add -> W-BIGDIFF. Lowest-confidence accept in Rust: one test fewer and it is X-SMALL.",medium,E,large fix (5f/9h/112+),"low (1/10 vs realized labels, report 17)",,,,1113,0,0,0,5,9,112,62,.md .rs,2,4,22,3,7,0,0,1
tokio-rs__axum-1730,tokio-rs/axum,Rust,A,A,medium,X-SMALL,axum -> A. n_f2p=0 and n_p2p=7 -> scope=7 < 10 -> STEP 1d X-SMALL. n_f2p=0 is independently disqualifying (no failing test to drive the episode).,reject-static,E,large fix (4f/5h/48+),"low (1/10 vs realized labels, report 17)",,,,804,0,1,1355,4,5,48,3,.md .rs,6,6,79,0,7,0,0,1
